activation_policy_installed,batch_size,case,cce_installed,chips,dataset_mode,default_ce,failure_type,final_loss,first_step_time_sec,lora_rank,loss_tokens_per_sec_excl_first,max_length,max_steps,mean_loss,mean_step_time_sec_excl_first,mesh_fsdp,mesh_tp,model,model_id,oom_exceeded_gib,oom_limit_gib,oom_used_gib,run_dir,runtime_hbm_headroom_gb,runtime_hbm_limit_gb,runtime_peak_hbm_gb,second_step_time_sec,splash_attention_installed,status,steps_recorded,suite,tiled_mlp_installed,token_chunk,tpu,valid_tokens_per_sec_excl_first,variant,vocab_chunk,wall_time_sec,xla_report,xla_train_step_gib_per_chip,source_csv,bleu,chrf,eval_batches,eval_loss
False,16,chunk_tuning_cce_r16_b16_l512_tc256_vc16384,True,1,synthetic,False,,1.799049735069275,33.15582405600003,16,5560.014556543821,512,3,2.7230608065923056,0.1496398960000533,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l512_tc256_vc16384,15.489504256,16.909336064,1.419831808,0.175088364999965,False,ok,3.0,chunk_tuning,False,256,v5litepod-1,11868.492611083924,cce,16384,45.11437170499994,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l512_tc256_vc16384/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,4.98,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
False,16,chunk_tuning_cce_r16_b16_l512_tc256_vc32768,True,1,synthetic,False,,1.7999908924102783,33.06211492800003,16,5684.197880702925,512,3,2.7425264517466226,0.1463706959999626,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l512_tc256_vc32768,15.4893696,16.909336064,1.419966464,0.17188397599989,False,ok,3.0,chunk_tuning,False,256,v5litepod-1,12133.57624534663,cce,32768,44.7346948039999,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l512_tc256_vc32768/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,4.98,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
False,16,chunk_tuning_cce_r16_b16_l512_tc512_vc4096,True,1,synthetic,False,,1.750779628753662,32.87958728300009,16,5299.176016663612,512,3,2.7213145891825357,0.1570055414999842,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l512_tc512_vc4096,15.489291776,16.909336064,1.420044288,0.1820959990000119,False,ok,3.0,chunk_tuning,False,512,v5litepod-1,11311.702650955018,cce,4096,44.6263642240001,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l512_tc512_vc4096/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,4.98,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
False,16,chunk_tuning_cce_r16_b16_l512_tc512_vc8192,True,1,synthetic,False,,1.7455157041549685,32.835540533000085,16,4904.046307093913,512,3,2.7166574398676553,0.1696558204999974,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l512_tc512_vc8192,15.489311232,16.909336064,1.420024832,0.2176634479999393,False,ok,3.0,chunk_tuning,False,512,v5litepod-1,10468.25269398893,cce,8192,44.34151134900003,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l512_tc512_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,4.98,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
False,16,chunk_tuning_cce_r16_b16_l512_tc512_vc16384,True,1,synthetic,False,,1.799049735069275,33.218637055000045,16,5897.283776307008,512,3,2.7230608065923056,0.1410818999999037,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l512_tc512_vc16384,15.489090048,16.909336064,1.420246016,0.1660337490000074,False,ok,3.0,chunk_tuning,False,512,v5litepod-1,12588.432676347653,cce,16384,44.53899807399989,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l512_tc512_vc16384/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,4.98,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
False,16,chunk_tuning_cce_r16_b16_l512_tc512_vc32768,True,1,synthetic,False,,1.7999908924102783,32.94914520399993,16,5096.2936570410375,512,3,2.7425264517466226,0.1632558984999832,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l512_tc512_vc32768,15.489261568,16.909336064,1.420074496,0.2104669660000127,False,ok,3.0,chunk_tuning,False,512,v5litepod-1,10878.6268448376,cce,32768,44.17014001899997,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l512_tc512_vc32768/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,4.97,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc64_vc4096,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc64_vc4096,,,,,,failed,,chunk_tuning,,64,v5litepod-1,,cce,4096,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc64_vc4096/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc64_vc8192,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc64_vc8192,,,,,,failed,,chunk_tuning,,64,v5litepod-1,,cce,8192,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc64_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc64_vc16384,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc64_vc16384,,,,,,failed,,chunk_tuning,,64,v5litepod-1,,cce,16384,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc64_vc16384/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc64_vc32768,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc64_vc32768,,,,,,failed,,chunk_tuning,,64,v5litepod-1,,cce,32768,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc64_vc32768/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc128_vc4096,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc128_vc4096,,,,,,failed,,chunk_tuning,,128,v5litepod-1,,cce,4096,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc128_vc4096/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc128_vc8192,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc128_vc8192,,,,,,failed,,chunk_tuning,,128,v5litepod-1,,cce,8192,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc128_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc128_vc16384,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc128_vc16384,,,,,,failed,,chunk_tuning,,128,v5litepod-1,,cce,16384,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc128_vc16384/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc128_vc32768,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc128_vc32768,,,,,,failed,,chunk_tuning,,128,v5litepod-1,,cce,32768,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc128_vc32768/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc256_vc4096,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc256_vc4096,,,,,,failed,,chunk_tuning,,256,v5litepod-1,,cce,4096,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc256_vc4096/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc256_vc8192,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc256_vc8192,,,,,,failed,,chunk_tuning,,256,v5litepod-1,,cce,8192,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc256_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc256_vc16384,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc256_vc16384,,,,,,failed,,chunk_tuning,,256,v5litepod-1,,cce,16384,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc256_vc16384/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc256_vc32768,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc256_vc32768,,,,,,failed,,chunk_tuning,,256,v5litepod-1,,cce,32768,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc256_vc32768/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc512_vc4096,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc512_vc4096,,,,,,failed,,chunk_tuning,,512,v5litepod-1,,cce,4096,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc512_vc4096/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc512_vc8192,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc512_vc8192,,,,,,failed,,chunk_tuning,,512,v5litepod-1,,cce,8192,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc512_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc512_vc16384,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc512_vc16384,,,,,,failed,,chunk_tuning,,512,v5litepod-1,,cce,16384,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc512_vc16384/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l2048_tc512_vc32768,,1,synthetic,,compile_oom,,,16,,2048,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,,,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc512_vc32768,,,,,,failed,,chunk_tuning,,512,v5litepod-1,,cce,32768,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l2048_tc512_vc32768/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.42,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l4096_tc64_vc4096,,1,synthetic,,compile_oom,,,16,,4096,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,17.09,15.75,32.84,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l4096_tc64_vc4096,,,,,,failed,,chunk_tuning,,64,v5litepod-1,,cce,4096,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l4096_tc64_vc4096/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,33.87,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
,16,chunk_tuning_cce_r16_b16_l4096_tc64_vc8192,,1,synthetic,,compile_oom,,,16,,4096,3,,,1,1,Gemma3 270M,google/gemma-3-270m-it,17.09,15.75,32.84,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l4096_tc64_vc8192,,,,,,failed,,chunk_tuning,,64,v5litepod-1,,cce,8192,,/tmp/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_cce_r16_b16_l4096_tc64_vc8192/xla/module_0636.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,33.87,data/gemma3_270m_full_cce/raw/chunk/gemma3-270m-cce-rerun/chunk_tuning/chunk_tuning_results.csv,,,,
